"Four-Year Graduation Rates, 2014-15"
"All Districts, Free/Reduced Price Meal Eligibility"

"",,,"Graduates",,"Non-Graduates",,,
"Trumbull School District","Not Eligible For Lunch",475,469,98.7,"*","*","*","*"
"Unified School District #1","Eligible For Free Lunch",393,10,2.5,66,16.8,317,80.7
"Unified School District #1","Eligible For Reduced Lunch",12,"*","*","*","*","*","*"
"Unified School District #1","Not Eligible For Lunch",7,"*","*","*","*","*","*"
"Unified School District #2","Eligible For Free Lunch",39,11,28.2,"*","*",26,66.7
"Unified School District #2","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Unified School District #2","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Vernon School District","Eligible For Free Lunch",84,63,75.0,"*","*",17,20.2
"Vernon School District","Eligible For Reduced Lunch",16,14,87.5,"*","*","*","*"
"Vernon School District","Not Eligible For Lunch",144,129,89.6,"*","*","*","*"
"Wallingford School District","Eligible For Free Lunch",101,80,79.2,8,7.9,13,12.9
"Wallingford School District","Eligible For Reduced Lunch",26,25,96.2,"*","*","*","*"
"Wallingford School District","Not Eligible For Lunch",375,363,96.8,"*","*","*","*"
"Waterbury School District","Eligible For Free Lunch",1023,664,64.9,60,5.9,298,29.1
"Waterbury School District","Eligible For Reduced Lunch",129,102,79.1,"*","*",23,17.8
"Waterbury School District","Not Eligible For Lunch",192,164,85.4,"*","*",20,10.4
"Waterford School District","Eligible For Free Lunch",19,16,84.2,"*","*","*","*"
"Waterford School District","Eligible For Reduced Lunch",16,13,81.3,"*","*","*","*"
"Waterford School District","Not Eligible For Lunch",181,172,95.0,"*","*",7,3.9
"Watertown School District","Eligible For Free Lunch",33,23,69.7,"*","*",6,18.2
"Watertown School District","Eligible For Reduced Lunch",14,13,92.9,"*","*","*","*"
"Watertown School District","Not Eligible For Lunch",158,145,91.8,8,5.1,"*","*"
"West Hartford School District","Eligible For Free Lunch",163,139,85.3,"*","*",16,9.8
"West Hartford School District","Eligible For Reduced Lunch",47,43,91.5,"*","*","*","*"
"West Hartford School District","Not Eligible For Lunch",528,506,95.8,16,3.0,"*","*"
"West Haven School District","Eligible For Free Lunch",237,168,70.9,13,5.5,56,23.6
"West Haven School District","Eligible For Reduced Lunch",58,49,84.5,"*","*",8,13.8
"West Haven School District","Not Eligible For Lunch",129,112,86.8,"*","*",12,9.3
"Westbrook School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Westbrook School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Westbrook School District","Not Eligible For Lunch",69,68,98.6,"*","*","*","*"
"Weston School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Weston School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Weston School District","Not Eligible For Lunch",161,155,96.3,"*","*","*","*"
"Westport School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Westport School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Westport School District","Not Eligible For Lunch",439,434,98.9,"*","*","*","*"
"Wethersfield School District","Eligible For Free Lunch",61,51,83.6,"*","*","*","*"
"Wethersfield School District","Eligible For Reduced Lunch",19,16,84.2,"*","*","*","*"
"Wethersfield School District","Not Eligible For Lunch",204,191,93.6,9,4.4,"*","*"
"Wilton School District","Eligible For Free Lunch",10,9,90.0,"*","*","*","*"
"Wilton School District","Eligible For Reduced Lunch",6,6,100.0,"*","*","*","*"
"Wilton School District","Not Eligible For Lunch",314,302,96.2,10,3.2,"*","*"
"Windham School District","Eligible For Free Lunch",84,63,75.0,9,10.7,12,14.3
"Windham School District","Eligible For Reduced Lunch",15,14,93.3,"*","*","*","*"
"Windham School District","Not Eligible For Lunch",31,28,90.3,"*","*","*","*"
"Windsor Locks School District","Eligible For Free Lunch",42,35,83.3,"*","*","*","*"
"Windsor Locks School District","Eligible For Reduced Lunch",16,14,87.5,"*","*","*","*"
"Windsor Locks School District","Not Eligible For Lunch",73,65,89.0,"*","*","*","*"
"Windsor School District","Eligible For Free Lunch",78,63,80.8,"*","*",9,11.5
"Windsor School District","Eligible For Reduced Lunch",38,31,81.6,"*","*","*","*"
"Windsor School District","Not Eligible For Lunch",194,179,92.3,12,6.2,"*","*"
"Wolcott School District","Eligible For Free Lunch",35,33,94.3,"*","*","*","*"
"Wolcott School District","Eligible For Reduced Lunch",14,13,92.9,"*","*","*","*"
"Wolcott School District","Not Eligible For Lunch",131,128,97.7,"*","*","*","*"
"Woodstock Academy District","Eligible For Free Lunch",6,"*","*","*","*","*","*"
"Woodstock Academy District","Eligible For Reduced Lunch",12,"*","*","*","*","*","*"
"Woodstock Academy District","Not Eligible For Lunch",268,265,98.9,"*","*","*","*"

